order_id,order_date,category,product_price,quantity,discount_pct,revenue,region,payment_method,customer_age,is_returned,rating,month,month_name,day_of_week,quarter
ORD100043,2023-06-23 03:15:00,Beauty,1015.6,1,0,1015.6,South,UPI,43,0,4,6,Jun,Friday,2
ORD100044,2023-03-13 13:11:00,Home & Kitchen,1432.79,1,10,1289.51,East,Credit Card,52,0,4,3,Mar,Monday,1
ORD100045,2023-08-15 17:06:00,Electronics,12646.01,1,0,12646.01,North,Debit Card,53,0,4,8,Aug,Tuesday,3
ORD100046,2023-01-08 02:59:00,Sports,2467.8,3,0,7403.4,South,UPI,45,0,4,1,Jan,Sunday,1
ORD100047,2023-09-04 06:55:00,Home & Kitchen,2721.11,2,0,5442.23,West,COD,39,0,1,9,Sep,Monday,3
ORD100048,2023-07-14 00:24:00,Clothing,753.44,1,10,678.1,East,COD,61,1,4,7,Jul,Friday,3
ORD100049,2023-05-27 13:44:00,Home & Kitchen,1932.15,3,0,5796.44,Central,Debit Card,47,0,4,5,May,Saturday,2
ORD100050,2023-03-21 06:18:00,Home & Kitchen,579.89,2,0,1159.77,South,COD,45,0,3,3,Mar,Tuesday,1
ORD100051,2023-10-05 01:47:00,Sports,1930.52,1,0,1930.52,East,UPI,26,0,2,10,Oct,Thursday,4
ORD100052,2023-09-02 16:58:00,Sports,1719.17,1,0,1719.17,Central,UPI,42,0,3,9,Sep,Saturday,3
ORD100053,2023-02-11 05:04:00,Sports,2382.2,4,10,8575.91,Central,UPI,22,0,4,2,Feb,Saturday,1
ORD100054,2023-07-26 03:56:00,Clothing,834.63,2,0,1669.26,Central,UPI,31,0,2,7,Jul,Wednesday,3
ORD100055,2023-01-21 19:05:00,Sports,904.06,1,20,723.24,West,Debit Card,22,0,2,1,Jan,Saturday,1
ORD100056,2023-09-25 10:59:00,Sports,100.0,1,5,95.0,East,UPI,40,0,5,9,Sep,Monday,3
ORD100057,2023-06-10 07:16:00,Beauty,592.68,3,0,1778.05,West,UPI,27,0,4,6,Jun,Saturday,2
ORD100058,2023-06-03 14:20:00,Beauty,1021.49,1,0,1021.49,North,UPI,19,0,4,6,Jun,Saturday,2
ORD100059,2023-10-16 03:04:00,Sports,2436.82,4,5,9259.9,Central,UPI,52,0,4,10,Oct,Monday,4
ORD100060,2023-03-09 11:56:00,Books,503.03,1,20,402.42,North,Net Banking,27,0,3,3,Mar,Thursday,1
ORD100061,2023-05-26 05:28:00,Books,410.65,1,0,410.65,Central,Debit Card,52,0,4,5,May,Friday,2
ORD100062,2023-12-01 16:00:00,Sports,2888.45,1,0,2888.45,Central,UPI,24,0,4,12,Dec,Friday,4
ORD100063,2023-02-23 04:16:00,Beauty,605.64,2,15,1029.59,North,Net Banking,53,0,5,2,Feb,Thursday,1
ORD100064,2023-10-11 04:17:00,Beauty,234.97,2,5,446.45,East,Credit Card,52,0,4,10,Oct,Wednesday,4
ORD100065,2023-06-25 06:43:00,Beauty,1316.87,2,0,2633.74,East,Credit Card,49,0,4,6,Jun,Sunday,2
ORD100066,2023-01-27 02:40:00,Books,523.81,1,15,445.24,West,Net Banking,37,0,4,1,Jan,Friday,1
ORD100067,2023-01-02 10:49:00,Electronics,10940.53,3,0,32821.59,South,Debit Card,29,1,5,1,Jan,Monday,1
ORD100068,2023-03-24 23:28:00,Books,458.81,2,5,871.73,Central,Debit Card,64,0,2,3,Mar,Friday,1
ORD100069,2023-01-05 03:04:00,Sports,1712.83,2,5,3254.38,South,Credit Card,38,0,5,1,Jan,Thursday,1
ORD100070,2023-10-26 17:09:00,Books,295.13,1,5,280.37,West,UPI,40,0,5,10,Oct,Thursday,4
ORD100071,2023-07-06 01:57:00,Books,398.68,5,10,1794.05,East,UPI,61,0,5,7,Jul,Thursday,3
ORD100072,2023-12-08 03:22:00,Clothing,480.27,1,15,408.23,Central,Net Banking,19,0,2,12,Dec,Friday,4
ORD100073,2023-11-14 23:09:00,Home & Kitchen,1893.21,5,0,9466.05,South,Net Banking,18,0,3,11,Nov,Tuesday,4
ORD100074,2023-07-31 00:11:00,Clothing,1293.11,1,10,1163.8,East,Debit Card,36,0,4,7,Jul,Monday,3
ORD100075,2023-12-09 23:51:00,Home & Kitchen,2860.95,1,15,2431.81,South,UPI,56,0,3,12,Dec,Saturday,4
ORD100076,2023-02-25 12:55:00,Beauty,1333.12,2,10,2399.62,North,Net Banking,58,0,4,2,Feb,Saturday,1
ORD100077,2023-04-13 14:22:00,Clothing,242.55,1,5,230.42,East,Net Banking,42,0,3,4,Apr,Thursday,2
ORD100078,2023-04-25 00:42:00,Clothing,1234.83,5,0,6174.13,South,UPI,52,0,2,4,Apr,Tuesday,2
ORD100079,2023-02-05 08:22:00,Books,547.53,1,0,547.53,Central,UPI,32,0,4,2,Feb,Sunday,1
ORD100080,2023-06-19 00:07:00,Sports,2410.62,1,0,2410.62,East,UPI,49,0,4,6,Jun,Monday,2
ORD100081,2023-01-20 03:38:00,Books,427.5,1,0,427.5,West,UPI,45,0,4,1,Jan,Friday,1
ORD100082,2023-08-12 19:32:00,Books,286.46,1,0,286.46,North,UPI,44,0,4,8,Aug,Saturday,3
ORD100083,2023-04-08 08:02:00,Sports,1187.44,1,10,1068.7,West,UPI,45,0,3,4,Apr,Saturday,2
ORD100084,2023-12-18 23:47:00,Sports,2979.28,4,0,11917.12,South,UPI,47,0,1,12,Dec,Monday,4
ORD100085,2023-12-07 10:39:00,Electronics,3309.05,1,0,3309.05,East,Debit Card,18,0,5,12,Dec,Thursday,4
ORD100086,2023-06-03 16:19:00,Electronics,12617.13,1,10,11355.42,West,UPI,30,0,1,6,Jun,Saturday,2
ORD100087,2023-06-01 17:08:00,Beauty,696.66,1,0,696.66,South,Credit Card,23,0,4,6,Jun,Thursday,2
ORD100088,2023-12-13 23:57:00,Home & Kitchen,2455.63,2,10,4420.13,South,Credit Card,27,0,3,12,Dec,Wednesday,4
ORD100089,2023-07-27 17:53:00,Books,428.99,1,0,428.99,North,UPI,62,0,3,7,Jul,Thursday,3
ORD100090,2023-08-09 18:38:00,Clothing,1730.22,1,0,1730.22,East,Credit Card,43,0,4,8,Aug,Wednesday,3
ORD100091,2023-12-12 06:32:00,Home & Kitchen,3433.1,3,0,10299.29,West,Debit Card,18,0,4,12,Dec,Tuesday,4
ORD100092,2023-03-28 21:05:00,Beauty,825.31,1,0,825.31,East,Credit Card,32,0,4,3,Mar,Tuesday,1
ORD100093,2023-11-14 10:05:00,Beauty,1191.47,3,15,3038.25,South,Debit Card,51,0,4,11,Nov,Tuesday,4
ORD100094,2023-04-12 04:01:00,Clothing,608.37,4,0,2433.48,North,UPI,55,0,5,4,Apr,Wednesday,2
ORD100095,2023-11-09 02:29:00,Home & Kitchen,568.61,1,5,540.18,West,Net Banking,34,1,3,11,Nov,Thursday,4
ORD100096,2023-04-10 22:44:00,Sports,1789.7,1,5,1700.21,West,Credit Card,51,0,4,4,Apr,Monday,2
ORD100097,2023-03-17 20:44:00,Clothing,1598.2,1,5,1518.29,North,Net Banking,28,0,2,3,Mar,Friday,1
ORD100098,2023-08-06 07:11:00,Electronics,9599.79,1,0,9599.79,Central,Credit Card,20,0,4,8,Aug,Sunday,3
ORD100099,2023-05-08 03:29:00,Sports,1142.08,5,5,5424.9,South,Net Banking,36,0,4,5,May,Monday,2
ORD100100,2023-09-29 17:38:00,Beauty,829.24,1,5,787.78,East,COD,29,0,4,9,Sep,Friday,3
ORD100101,2023-11-10 23:57:00,Home & Kitchen,2138.59,1,10,1924.73,Central,Credit Card,26,0,4,11,Nov,Friday,4
ORD100102,2023-08-17 05:47:00,Sports,1885.75,1,0,1885.75,West,Credit Card,34,0,5,8,Aug,Thursday,3
ORD100103,2023-11-23 08:49:00,Clothing,2186.73,2,0,4373.46,Central,Credit Card,32,0,5,11,Nov,Thursday,4
ORD100104,2023-05-21 14:04:00,Clothing,1584.36,1,10,1425.93,East,UPI,43,0,3,5,May,Sunday,2
ORD100105,2023-06-13 17:05:00,Books,282.95,2,15,481.01,South,UPI,63,0,1,6,Jun,Tuesday,2
ORD100106,2023-12-22 04:45:00,Home & Kitchen,1913.43,1,0,1913.43,South,UPI,54,0,4,12,Dec,Friday,4
ORD100107,2023-06-19 17:29:00,Home & Kitchen,2921.49,3,0,8764.47,West,UPI,61,0,4,6,Jun,Monday,2
ORD100108,2023-07-19 18:44:00,Home & Kitchen,458.65,2,5,871.44,North,Net Banking,53,0,4,7,Jul,Wednesday,3
ORD100109,2023-07-14 15:00:00,Sports,1526.28,2,5,2899.92,East,UPI,36,0,4,7,Jul,Friday,3
ORD100110,2023-08-03 17:47:00,Home & Kitchen,2380.8,1,5,2261.76,Central,Debit Card,23,0,3,8,Aug,Thursday,3
ORD100111,2023-09-07 07:17:00,Clothing,1619.87,1,0,1619.87,West,Credit Card,21,0,2,9,Sep,Thursday,3
ORD100112,2023-06-22 21:43:00,Home & Kitchen,2837.99,1,20,2270.39,West,Debit Card,47,0,4,6,Jun,Thursday,2
ORD100113,2023-03-07 19:34:00,Home & Kitchen,2316.16,4,5,8801.42,North,COD,25,0,5,3,Mar,Tuesday,1
ORD100114,2023-10-16 21:01:00,Sports,1163.21,2,5,2210.11,North,Debit Card,18,0,3,10,Oct,Monday,4
ORD100115,2023-08-25 05:03:00,Clothing,1519.31,2,0,3038.62,East,UPI,53,0,4,8,Aug,Friday,3
ORD100116,2023-08-21 10:21:00,Clothing,826.02,1,5,784.71,West,UPI,19,0,5,8,Aug,Monday,3
ORD100117,2023-05-10 02:30:00,Home & Kitchen,488.96,1,10,440.06,North,Debit Card,34,0,4,5,May,Wednesday,2
ORD100118,2023-06-29 07:41:00,Electronics,12365.22,1,15,10510.44,North,Debit Card,61,0,5,6,Jun,Thursday,2
ORD100119,2023-01-21 00:15:00,Beauty,1039.35,5,0,5196.77,South,Net Banking,52,0,5,1,Jan,Saturday,1
ORD100120,2023-03-20 07:08:00,Sports,2617.45,1,10,2355.7,West,Debit Card,31,0,5,3,Mar,Monday,1
ORD100121,2023-04-22 14:44:00,Sports,1978.09,1,0,1978.09,East,Debit Card,31,0,4,4,Apr,Saturday,2
ORD100122,2023-11-07 19:47:00,Clothing,1064.9,3,5,3034.96,North,Debit Card,31,0,4,11,Nov,Tuesday,4
ORD100123,2023-06-09 03:37:00,Clothing,1673.81,1,5,1590.12,North,COD,50,0,5,6,Jun,Friday,2
ORD100124,2023-12-13 12:25:00,Sports,2380.58,4,5,9046.22,South,UPI,23,1,4,12,Dec,Wednesday,4
ORD100125,2023-11-18 07:06:00,Beauty,236.66,1,0,236.66,East,Net Banking,32,0,4,11,Nov,Saturday,4
ORD100126,2023-03-03 18:50:00,Sports,2135.71,5,10,9610.68,North,UPI,54,0,3,3,Mar,Friday,1
ORD100127,2023-12-05 11:04:00,Home & Kitchen,3466.42,1,10,3119.78,Central,Debit Card,22,0,4,12,Dec,Tuesday,4
ORD100128,2023-08-04 15:06:00,Electronics,12360.92,1,0,12360.92,West,COD,29,0,1,8,Aug,Friday,3
ORD100129,2023-08-24 22:09:00,Beauty,766.61,2,5,1456.56,West,UPI,43,0,4,8,Aug,Thursday,3
ORD100130,2023-11-30 08:39:00,Sports,554.9,1,15,471.66,Central,Debit Card,29,0,3,11,Nov,Thursday,4
ORD100131,2023-08-12 23:37:00,Home & Kitchen,3396.84,1,0,3396.84,East,UPI,57,0,5,8,Aug,Saturday,3
ORD100132,2023-02-14 08:56:00,Clothing,2091.08,4,10,7527.89,West,UPI,59,0,4,2,Feb,Tuesday,1
ORD100133,2023-10-19 19:42:00,Home & Kitchen,2672.22,1,0,2672.22,West,UPI,31,1,5,10,Oct,Thursday,4
ORD100134,2023-06-16 05:31:00,Home & Kitchen,1408.32,5,10,6337.42,South,UPI,40,1,5,6,Jun,Friday,2
ORD100135,2023-06-24 08:56:00,Books,381.13,1,5,362.08,Central,Debit Card,38,0,5,6,Jun,Saturday,2
ORD100136,2023-10-12 00:33:00,Books,492.43,2,0,984.86,South,UPI,42,0,5,10,Oct,Thursday,4
ORD100137,2023-07-28 15:35:00,Beauty,710.88,1,5,675.33,South,Debit Card,44,0,3,7,Jul,Friday,3
ORD100138,2023-12-31 15:28:00,Beauty,562.37,1,5,534.26,North,UPI,23,0,4,12,Dec,Sunday,4
ORD100139,2023-07-27 22:15:00,Clothing,1125.48,2,0,2250.96,East,Debit Card,43,0,4,7,Jul,Thursday,3
ORD100140,2023-08-31 17:33:00,Books,359.67,1,20,287.73,East,Credit Card,24,0,2,8,Aug,Thursday,3
ORD100141,2023-10-09 10:22:00,Beauty,568.04,2,0,1136.08,West,UPI,36,0,4,10,Oct,Monday,4
ORD100142,2023-04-29 03:46:00,Books,184.94,3,5,527.09,South,UPI,18,0,4,4,Apr,Saturday,2
ORD100143,2023-10-02 22:11:00,Beauty,1339.62,1,5,1272.64,South,UPI,47,0,3,10,Oct,Monday,4
ORD100144,2023-05-22 23:37:00,Home & Kitchen,2431.87,4,0,9727.5,Central,Credit Card,27,0,4,5,May,Monday,2
ORD100145,2023-04-10 09:14:00,Electronics,7735.54,3,20,18565.29,East,UPI,49,0,4,4,Apr,Monday,2
ORD100146,2023-12-29 17:08:00,Electronics,10665.02,1,0,10665.02,East,UPI,64,0,5,12,Dec,Friday,4
ORD100147,2023-10-11 09:44:00,Electronics,5112.84,2,10,9203.12,South,Debit Card,52,0,5,10,Oct,Wednesday,4
ORD100148,2023-02-22 00:36:00,Home & Kitchen,2387.72,1,10,2148.95,East,Credit Card,38,0,4,2,Feb,Wednesday,1
ORD100149,2023-06-24 05:03:00,Home & Kitchen,2402.2,1,5,2282.09,East,COD,50,0,1,6,Jun,Saturday,2
ORD100150,2023-02-28 02:25:00,Home & Kitchen,2460.91,1,15,2091.77,West,UPI,64,0,4,2,Feb,Tuesday,1
ORD100151,2023-12-18 01:09:00,Beauty,524.67,3,0,1574.0,South,Net Banking,29,0,4,12,Dec,Monday,4
ORD100152,2023-02-13 07:07:00,Books,305.9,3,0,917.71,Central,Debit Card,39,0,2,2,Feb,Monday,1
ORD100153,2023-11-02 19:14:00,Sports,2676.16,2,20,4281.85,Central,UPI,40,0,4,11,Nov,Thursday,4
ORD100154,2023-06-02 18:27:00,Home & Kitchen,3924.19,1,0,3924.19,East,Credit Card,60,0,3,6,Jun,Friday,2
ORD100155,2023-11-09 23:06:00,Electronics,10516.77,4,10,37860.38,South,Debit Card,54,0,5,11,Nov,Thursday,4
ORD100156,2023-12-05 02:10:00,Books,429.38,1,5,407.91,South,UPI,42,0,5,12,Dec,Tuesday,4
ORD100157,2023-03-22 00:26:00,Electronics,5564.88,1,0,5564.88,West,Debit Card,44,0,5,3,Mar,Wednesday,1
ORD100158,2023-05-30 01:14:00,Home & Kitchen,3496.43,2,0,6992.85,East,Debit Card,62,0,4,5,May,Tuesday,2
ORD100159,2023-08-21 02:43:00,Beauty,1371.15,2,5,2605.18,South,COD,19,0,5,8,Aug,Monday,3
ORD100160,2023-10-29 21:51:00,Beauty,956.03,1,0,956.03,South,Credit Card,57,0,5,10,Oct,Sunday,4
ORD100161,2023-04-26 20:09:00,Sports,1271.23,2,5,2415.34,East,Net Banking,51,0,5,4,Apr,Wednesday,2
ORD100162,2023-01-31 05:50:00,Electronics,8350.57,1,5,7933.05,East,Credit Card,36,0,2,1,Jan,Tuesday,1
ORD100163,2023-05-28 14:07:00,Sports,1016.62,1,5,965.79,West,Debit Card,51,0,4,5,May,Sunday,2
ORD100164,2023-07-26 08:32:00,Beauty,519.59,1,10,467.63,Central,Credit Card,57,0,3,7,Jul,Wednesday,3
ORD100165,2023-11-03 01:56:00,Electronics,4512.56,3,10,12183.92,West,Debit Card,61,1,1,11,Nov,Friday,4
ORD100166,2023-05-09 00:05:00,Sports,1584.55,3,20,3802.92,South,COD,34,1,4,5,May,Tuesday,2
ORD100167,2023-10-28 00:48:00,Sports,1338.77,1,5,1271.83,East,Credit Card,41,0,4,10,Oct,Saturday,4
ORD100168,2023-08-29 16:41:00,Clothing,1602.4,2,20,2563.84,West,COD,35,0,3,8,Aug,Tuesday,3
ORD100169,2023-10-27 13:40:00,Clothing,1665.13,5,15,7076.79,West,COD,64,0,4,10,Oct,Friday,4
ORD100170,2023-06-28 13:21:00,Home & Kitchen,638.01,1,10,574.21,East,Debit Card,25,1,5,6,Jun,Wednesday,2
ORD100171,2023-06-18 13:44:00,Clothing,1060.25,1,15,901.21,West,UPI,56,0,4,6,Jun,Sunday,2
ORD100172,2023-10-09 01:29:00,Home & Kitchen,3278.28,1,5,3114.37,North,UPI,62,0,4,10,Oct,Monday,4
ORD100173,2023-03-01 12:55:00,Books,594.61,1,10,535.15,Central,Net Banking,61,0,5,3,Mar,Wednesday,1
ORD100174,2023-12-03 17:29:00,Electronics,14627.19,2,5,27791.66,West,UPI,62,0,3,12,Dec,Sunday,4
ORD100175,2023-07-05 19:48:00,Sports,2139.62,1,15,1818.68,West,Debit Card,47,0,3,7,Jul,Wednesday,3
ORD100176,2023-04-15 08:35:00,Electronics,10422.71,1,0,10422.71,South,COD,46,0,4,4,Apr,Saturday,2
ORD100177,2023-12-24 15:07:00,Home & Kitchen,2062.47,1,5,1959.35,North,COD,61,1,5,12,Dec,Sunday,4
ORD100178,2023-05-03 22:10:00,Sports,622.73,2,0,1245.45,East,Credit Card,20,0,3,5,May,Wednesday,2
ORD100179,2023-07-28 02:14:00,Sports,568.98,3,10,1536.25,North,Credit Card,54,0,1,7,Jul,Friday,3
ORD100180,2023-11-28 04:31:00,Electronics,8395.95,1,10,7556.35,East,Credit Card,29,1,5,11,Nov,Tuesday,4
ORD100181,2023-08-01 15:30:00,Books,435.13,1,5,413.38,South,Credit Card,56,0,5,8,Aug,Tuesday,3
ORD100182,2023-07-16 06:58:00,Clothing,2354.86,1,20,1883.89,Central,Credit Card,25,1,4,7,Jul,Sunday,3
ORD100183,2023-02-05 08:49:00,Clothing,868.05,2,5,1649.3,West,UPI,27,0,4,2,Feb,Sunday,1
ORD100184,2023-05-17 00:18:00,Sports,2127.99,2,0,4255.99,East,Net Banking,26,1,5,5,May,Wednesday,2
ORD100185,2023-12-04 15:55:00,Sports,2155.73,1,0,2155.73,South,Credit Card,35,0,3,12,Dec,Monday,4
ORD100186,2023-06-26 10:35:00,Home & Kitchen,1758.22,1,5,1670.31,Central,UPI,26,0,5,6,Jun,Monday,2
ORD100187,2023-04-07 22:15:00,Books,494.94,1,0,494.94,Central,UPI,45,0,1,4,Apr,Friday,2
ORD100188,2023-01-23 10:47:00,Home & Kitchen,2605.39,2,0,5210.78,West,Debit Card,32,0,4,1,Jan,Monday,1
ORD100189,2023-07-17 21:50:00,Home & Kitchen,2039.43,1,5,1937.46,South,Credit Card,54,0,4,7,Jul,Monday,3
ORD100190,2023-03-06 16:37:00,Electronics,100.0,2,10,180.0,East,Net Banking,57,0,4,3,Mar,Monday,1
ORD100191,2023-02-21 16:58:00,Home & Kitchen,1503.82,1,15,1278.25,West,UPI,36,0,3,2,Feb,Tuesday,1
ORD100192,2023-07-29 20:09:00,Clothing,1066.88,1,0,1066.88,North,Credit Card,59,0,4,7,Jul,Saturday,3
ORD100193,2023-06-23 19:44:00,Books,359.7,1,15,305.75,West,Debit Card,62,0,1,6,Jun,Friday,2
ORD100194,2023-12-12 17:24:00,Books,374.93,1,10,337.44,East,Debit Card,48,0,4,12,Dec,Tuesday,4
ORD100195,2023-10-05 01:39:00,Home & Kitchen,2317.37,2,0,4634.74,North,UPI,19,0,4,10,Oct,Thursday,4
ORD100196,2023-05-28 07:47:00,Beauty,907.39,1,5,862.02,North,Credit Card,41,0,2,5,May,Sunday,2
ORD100197,2023-11-21 22:55:00,Electronics,8769.87,1,0,8769.87,North,Credit Card,58,1,4,11,Nov,Tuesday,4
ORD100198,2023-06-03 00:02:00,Beauty,1082.37,1,15,920.01,East,Debit Card,49,0,5,6,Jun,Saturday,2
ORD100199,2023-07-03 11:27:00,Books,427.99,1,10,385.19,South,UPI,34,0,4,7,Jul,Monday,3
ORD100200,2023-10-17 21:50:00,Home & Kitchen,1815.89,3,20,4358.15,South,UPI,46,0,4,10,Oct,Tuesday,4
ORD100201,2023-11-09 12:39:00,Electronics,8883.41,2,0,17766.82,South,Credit Card,46,0,4,11,Nov,Thursday,4
ORD100202,2023-03-15 07:29:00,Sports,2895.87,2,5,5502.15,East,Credit Card,63,0,5,3,Mar,Wednesday,1
ORD100203,2023-01-05 14:57:00,Beauty,880.27,1,15,748.23,East,Debit Card,32,0,4,1,Jan,Thursday,1
ORD100204,2023-02-07 14:22:00,Clothing,1760.93,1,20,1408.74,Central,UPI,61,0,5,2,Feb,Tuesday,1
ORD100205,2023-12-20 08:29:00,Home & Kitchen,3248.44,4,15,11044.68,East,UPI,37,0,3,12,Dec,Wednesday,4
ORD100206,2023-09-05 03:15:00,Home & Kitchen,2163.53,3,0,6490.59,West,Credit Card,52,0,4,9,Sep,Tuesday,3
ORD100207,2023-06-01 22:18:00,Sports,1970.34,1,15,1674.79,North,COD,33,0,3,6,Jun,Thursday,2
ORD100208,2023-07-22 08:00:00,Beauty,852.4,1,0,852.4,Central,Net Banking,46,0,1,7,Jul,Saturday,3
ORD100209,2023-01-26 19:47:00,Beauty,544.01,4,5,2067.23,West,Net Banking,63,0,1,1,Jan,Thursday,1
ORD100210,2023-04-28 19:51:00,Books,645.72,1,5,613.43,East,UPI,39,0,3,4,Apr,Friday,2
ORD100211,2023-11-14 08:43:00,Clothing,1950.52,2,0,3901.04,South,Debit Card,30,0,4,11,Nov,Tuesday,4
ORD100212,2023-11-27 01:19:00,Beauty,618.89,5,10,2785.02,West,UPI,28,0,5,11,Nov,Monday,4
ORD100213,2023-03-09 02:58:00,Books,642.82,2,0,1285.64,East,UPI,39,0,3,3,Mar,Thursday,1
ORD100214,2023-03-31 06:08:00,Home & Kitchen,2330.21,1,5,2213.7,Central,Net Banking,45,0,4,3,Mar,Friday,1
ORD100215,2023-09-29 16:58:00,Books,263.23,1,0,263.23,East,Net Banking,19,0,5,9,Sep,Friday,3
ORD100216,2023-09-04 09:47:00,Books,192.19,5,0,960.97,East,Net Banking,32,0,3,9,Sep,Monday,3
